path,disposition,phase,rationale,evidence
qta_multiphysics/heat_switch_3d.py,KEEP_AS_MODEL_PLUGIN,4,Superconducting heat-switch lumped conductance: generic cryogenic component physics.,directive s3B 'generic cryogenic component physics'
qta_multiphysics/integrated_layers.py,RETIRE_TO_HISTORY,5,Feeds new forecast gate records into the QTA gate system.,docstring
qta_multiphysics/laser_source.py,KEEP_AS_MODEL_PLUGIN,4,Optical energy-deposition source model.,model family: optical/source
qta_multiphysics/laser_source_3d.py,KEEP_AS_MODEL_PLUGIN,4,3D optical deposition.,model family: optical/source
qta_multiphysics/machine_fsm.py,RETIRE_TO_HISTORY,5,"Physical machine FSM (valves/shutter/switch, Mode A/B/C/D).",directive s4/s5: retire only the physical machine FSM
qta_multiphysics/material_models.py,KEEP_AS_MODEL_PLUGIN,4,Temperature-dependent material constitutive models (Mode-labelled gas temperatures to decouple).,model family: materials; 12 Mode-letter hits
qta_multiphysics/materials_3d.py,KEEP_AS_MODEL_PLUGIN,4,Material properties for the 3D layer.,model family: materials
qta_multiphysics/measurement_ingest_3d.py,REWRITE_GENERIC,2-7 (see rationale),Replace with the generic Observation boundary (RAW/PROCESSED/SYNTHETIC/SIMULATION/DERIVED/CALIBRATED) -- directive s15.,data_class 'SYNTHETIC' only; 21 Mode-letter hits
qta_multiphysics/mesh_3d.py,EXTRACT_GENERIC,3,3D structured mesh.,used by thermal_3d_transient and tests
qta_multiphysics/metrics.py,REWRITE_GENERIC,2-7 (see rationale),Assembles QTA gate specs (retired); its DERIVED_CHECK numerical checks move to VerificationResult.,docstring: 'Assemble the multiphysics gate specifications'
qta_multiphysics/microwave_heating_1d.py,KEEP_AS_MODEL_PLUGIN,4,Microwave dissipation model.,model family: source/heating
qta_multiphysics/microwave_heating_3d.py,KEEP_AS_MODEL_PLUGIN,4,Microwave dissipation model.,model family: source/heating
qta_multiphysics/mode_sequence_3d.py,RETIRE_TO_HISTORY,5,Fixed Mode A/B/C/D sequencing of the 3D thermal core. The thermal solve it drives stays in thermal_3d_transient (plugin); the phase-schedule concept is re-expressed by the rewritten coupled solver.,76 Mode-letter hits
qta_multiphysics/numerics.py,EXTRACT_GENERIC,3,Finite-volume operators + finite/stability checks; generic numerics.,directive s3A; 4 Mode-letter mentions are comments
qta_multiphysics/nv_eligibility_3d.py,RETIRE_TO_HISTORY,5,NV sensing eligibility from Mode-D machine thresholds.,docstring
qta_multiphysics/nv_spin/__init__.py,KEEP_AS_MODEL_PLUGIN,4,"NV S=1 spin dynamics (Hamiltonian, sequences, OU noise, config).",model family: spin
qta_multiphysics/nv_spin/model.py,KEEP_AS_MODEL_PLUGIN,4,"NV S=1 spin dynamics (Hamiltonian, sequences, OU noise, config).",model family: spin
qta_multiphysics/nv_spin/noise.py,KEEP_AS_MODEL_PLUGIN,4,"NV S=1 spin dynamics (Hamiltonian, sequences, OU noise, config).",model family: spin
qta_multiphysics/nv_spin/runner.py,REWRITE_GENERIC,2-7 (see rationale),Enforces Mode C readiness before Mode D (machine-mode semantics) and orchestrates outputs. Rewrite as a plugin runner.,11 measured_in_this_system + 11 Mode-letter hits
qta_multiphysics/nv_spin/sequences.py,KEEP_AS_MODEL_PLUGIN,4,"NV S=1 spin dynamics (Hamiltonian, sequences, OU noise, config).",model family: spin
qta_multiphysics/nv_spin/spin_config.py,KEEP_AS_MODEL_PLUGIN,4,"NV S=1 spin dynamics (Hamiltonian, sequences, OU noise, config).",model family: spin
qta_multiphysics/optical_absorption.py,KEEP_AS_MODEL_PLUGIN,4,Optical absorption profiles.,model family: optical/source
qta_multiphysics/optical_absorption_1d.py,KEEP_AS_MODEL_PLUGIN,4,Optical absorption profiles.,model family: optical/source
qta_multiphysics/optical_absorption_2d.py,KEEP_AS_MODEL_PLUGIN,4,Optical absorption profiles.,model family: optical/source
qta_multiphysics/provenance_3d.py,REWRITE_GENERIC,2-7 (see rationale),Model/parameter provenance ledgers -> model-registry provenance (directive s23).,docstring
qta_multiphysics/radiation_paths.py,KEEP_AS_MODEL_PLUGIN,4,Radiative loads.,model family: radiation
qta_multiphysics/radiation_paths_3d.py,KEEP_AS_MODEL_PLUGIN,4,Radiative path budget.,model family: radiation
qta_multiphysics/reduction_checks_3d.py,EXTRACT_GENERIC,3,3D->2D/1D reduction checks (differential verification).,directive s3A/s16
qta_multiphysics/runner.py,REWRITE_GENERIC,2-7 (see rationale),QTA orchestration (run_all) returning gate specs; replaced by generic workflow (Phase 6).,14 measured_in_this_system hits
qta_multiphysics/runner_3d.py,REWRITE_GENERIC,2-7 (see rationale),QTA 3D output orchestrator; names machine_fsm_* outputs.,"imports machine_fsm, mode_sequence_3d, state_machine_3d"
qta_multiphysics/sensitivity_3d.py,REWRITE_GENERIC,2-7 (see rationale),One-at-a-time sensitivity on a QTA response; method generic (directive s12/s13).,docstring
qta_multiphysics/sources_3d.py,REWRITE_GENERIC,2-7 (see rationale),Auxiliary volumetric source channels keyed to Mode D.,docstring: 'Mode D only'
qta_multiphysics/species_accounting_3d.py,REWRITE_GENERIC,2-7 (see rationale),Mass accounting is generic; the per-mode species policy is QTA ontology.,23 Mode-letter hits; 2 constant self-check asserts
qta_multiphysics/species_transport_3d.py,KEEP_AS_MODEL_PLUGIN,4,Knudsen/molecular-flow regime model; per-mode species rows to decouple in Phase 4.,15 Mode-letter hits
qta_multiphysics/stack/__init__.py,REWRITE_GENERIC,2-7 (see rationale),Stage-10 package framing.,docstring
qta_multiphysics/stack/fem_fenicsx.py,EXTRACT_GENERIC,3,FEniCSx as independent verifier with executable acceptance contract (directive s16).,docstring
qta_multiphysics/stack/fmi_contract.py,REWRITE_GENERIC,2-7 (see rationale),Deferred FMI contract written against the machine FSM.,5 machine-FSM hits
qta_multiphysics/stack/mdao_openmdao.py,REWRITE_GENERIC,2-7 (see rationale),OpenMDAO adapter over the QTA thermal ROM; refactor to consume ScientificModel (directive s13).,docstring
qta_multiphysics/stack/rag_index.py,KEEP_AND_HARDEN,1 (this tranche) / ongoing,Read-only RAG over governed documents; retained (directive s17).,digest-bound corpus allowlist
qta_multiphysics/stack/registry.py,EXTRACT_GENERIC,3,Fail-closed Pydantic validation of stack.json.,directive s2
qta_multiphysics/stack/rust_kernel.py,EXTRACT_GENERIC,3,Selective Rust with bit-parity admission.,directive s2
qta_multiphysics/stack/sensitivity_salib.py,REWRITE_GENERIC,2-7 (see rationale),SALib adapter over the QTA thermal ROM; refactor to consume ScientificModel (directive s13).,3 Mode-letter hits
qta_multiphysics/stack/usd_export.py,EXTRACT_GENERIC,3,Deterministic OpenUSD export.,directive s2
qta_multiphysics/stack/vtk_export.py,EXTRACT_GENERIC,3,Deterministic VTK export (inspection surface).,directive s2
qta_multiphysics/stack/workspace.py,EXTRACT_GENERIC,3,Output-location guard + deterministic writers; imported by the agent core.,reached from qta_agent.governed_stage10
qta_multiphysics/stage7_boundary_models.py,RETIRE_TO_HISTORY,5,Pydantic validation of QTA identifiers/matrix-update requests. The Pydantic-at-boundary pattern is re-established by Phase 2 schemas.,validates validation_matrix update requests
qta_multiphysics/state_machine_3d.py,RETIRE_TO_HISTORY,5,"Mode -> device-state map (shutter, baffle, laser, heat switch).",docstring: 'Mode-driven device state machine'
qta_multiphysics/surface_coverage.py,KEEP_AS_MODEL_PLUGIN,4,Surface adsorption/desorption kinetics.,model family: surface processes; 3D variant carries Mode-phase windows to decouple in Phase 4
qta_multiphysics/surface_coverage_1d.py,KEEP_AS_MODEL_PLUGIN,4,Surface adsorption/desorption kinetics.,model family: surface processes; 3D variant carries Mode-phase windows to decouple in Phase 4
qta_multiphysics/surface_coverage_2d.py,KEEP_AS_MODEL_PLUGIN,4,Surface adsorption/desorption kinetics.,model family: surface processes; 3D variant carries Mode-phase windows to decouple in Phase 4
qta_multiphysics/surface_coverage_3d.py,KEEP_AS_MODEL_PLUGIN,4,Surface adsorption/desorption kinetics.,model family: surface processes; 3D variant carries Mode-phase windows to decouple in Phase 4
qta_multiphysics/thermal_1d.py,KEEP_AS_MODEL_PLUGIN,4,Thermal conduction 1D. Phase 2 proving case for ScientificModel.,imports only config/fields/grids/laser_source/material_models/numerics
qta_multiphysics/thermal_2d_axisymmetric.py,KEEP_AS_MODEL_PLUGIN,4,Thermal conduction 2D axisymmetric.,model family: thermal
qta_multiphysics/thermal_3d_transient.py,KEEP_AS_MODEL_PLUGIN,4,Thermal conduction 3D transient.,model family: thermal
qta_multiphysics/uncertainty.py,REWRITE_GENERIC,2-7 (see rationale),Monte Carlo propagation; engine is generic but the sample set is the QTA parameter registry and gate responses. Rewrite over ScientificModel (directive s12).,8 Mode-letter hits; evaluates QTA gate responses
qta_multiphysics/units.py,EXTRACT_GENERIC,3,Unit handling.,directive s3A
qta_multiphysics/verification.py,EXTRACT_GENERIC,3,Numerical self-consistency checks -> VerificationResult producers (Phase 2/3).,"docstring: numerical, not physical validation"
qta_multiphysics/verification_3d.py,EXTRACT_GENERIC,3,Numerical verification for the 3D layer.,directive s3A
qta_multiphysics/vibration_paths_3d.py,KEEP_AS_MODEL_PLUGIN,4,Vibration path budget.,model family: vibration
qta_multiphysics/vibration_transfer.py,KEEP_AS_MODEL_PLUGIN,4,Vibration transfer chain.,model family: vibration
qta_scientific_results.h5,REGENERATE,every change; new set in 7,Regenerated by build_hdf5.py.,
qta_sim_stages.py,REWRITE_GENERIC,2-7 (see rationale),Stage-level checkpoint/restart driver around qta_full_sim; resilience pattern kept.,docstring
radiation_leakage_metrics.csv,DELETE_GENERATED_AND_REBUILD,6-7,Model output of the QTA pipeline (qta_full_sim.py -> outputs/ -> root). Old output contract; rebuilt from ScientificModel runs by the generic workflow (Phases 6-7). Byte-gated and untouched until then (directive s25 Phase 0 rule 3).,in hdf5_output_mapping.json regeneration set
radiation_leakage_paths.csv,DELETE_GENERATED_AND_REBUILD,6-7,Model output of the QTA pipeline (qta_full_sim.py -> outputs/ -> root). Old output contract; rebuilt from ScientificModel runs by the generic workflow (Phases 6-7). Byte-gated and untouched until then (directive s25 Phase 0 rule 3).,in hdf5_output_mapping.json regeneration set
radiation_paths_3d_budget.csv,DELETE_GENERATED_AND_REBUILD,6-7,Model output of the QTA pipeline (qta_full_sim.py -> outputs/ -> root). Old output contract; rebuilt from ScientificModel runs by the generic workflow (Phases 6-7). Byte-gated and untouched until then (directive s25 Phase 0 rule 3).,in hdf5_output_mapping.json regeneration set
radiation_rf_leakage_budget.csv,RETIRE_TO_HISTORY,5,Apparatus RF leakage budget.,
raw_data_standard.md,REWRITE_GENERIC,2-7 (see rationale),Becomes the Observation schema narrative (directive s15).,
rejected_baseline_BOM.csv,RETIRE_TO_HISTORY,5,Rejected BOM.,
release_revision_gate.py,KEEP_AS_IS,-,Revision-binding gate.,no hardware marker
release_trust.py,KEEP_AS_IS,-,Release trust policy authority; no QTA payload knowledge.,no hardware marker; reach.json
representative_source_audit.csv,RETIRE_TO_HISTORY,5,Manuscript source audit.,
requirements.txt,REGENERATE,every change; new set in 7,Derived pin list.,
results_gate_table.csv,RETIRE_TO_HISTORY,5,"QTA hardware-ontology output (machine FSM / interlocks / gate table / apparatus design registry / validation-experiment ranking / mode-sequenced eligibility). Directive s4 retires these as framework authority; the file stays byte-gated until Phase 5 removes its producer, then moves to history.",in hdf5_output_mapping.json regeneration set
risk_register.csv,RETIRE_TO_HISTORY,5,"Apparatus risk register (gate_impact, can_PASS_now columns).",header
ro-crate/ro-crate-metadata.json,REGENERATE,every change; new set in 7,Regenerated by ro_crate_tools.py.,
ro_crate_tools.py,REWRITE_GENERIC,2-7 (see rationale),Deterministic RO-Crate builder kept; hard-coded QTA experiment registries retire.,"names experiment_*.json, validation_matrix.csv"
rust/qta_kernels/Cargo.lock,EXTRACT_GENERIC,3,Selective Rust kernels (bit-parity admission).,directive s2
rust/qta_kernels/Cargo.toml,EXTRACT_GENERIC,3,Selective Rust kernels (bit-parity admission).,directive s2
rust/qta_kernels/pyproject.toml,EXTRACT_GENERIC,3,Selective Rust kernels (bit-parity admission).,directive s2
rust/qta_kernels/src/lib.rs,EXTRACT_GENERIC,3,Selective Rust kernels (bit-parity admission).,directive s2
scientific/__init__.py,KEEP_AS_IS,-,"NEW in Phase 2: the generic interface the convergence targets -- ScientificModel, ModelRegistry, ResultBundle, VerificationResult, Observation kinds, Quantity, run and implementation identity. Standard library only; knows neither the agent nor the apparatus.",tests/test_scientific_import_isolation.py
scientific/identity.py,KEEP_AS_IS,-,"NEW in Phase 2: the generic interface the convergence targets -- ScientificModel, ModelRegistry, ResultBundle, VerificationResult, Observation kinds, Quantity, run and implementation identity. Standard library only; knows neither the agent nor the apparatus.",tests/test_scientific_import_isolation.py
scientific/model.py,KEEP_AS_IS,-,"NEW in Phase 2: the generic interface the convergence targets -- ScientificModel, ModelRegistry, ResultBundle, VerificationResult, Observation kinds, Quantity, run and implementation identity. Standard library only; knows neither the agent nor the apparatus.",tests/test_scientific_import_isolation.py
scientific/observation.py,KEEP_AS_IS,-,"NEW in Phase 2: the generic interface the convergence targets -- ScientificModel, ModelRegistry, ResultBundle, VerificationResult, Observation kinds, Quantity, run and implementation identity. Standard library only; knows neither the agent nor the apparatus.",tests/test_scientific_import_isolation.py
scientific/quantity.py,KEEP_AS_IS,-,"NEW in Phase 2: the generic interface the convergence targets -- ScientificModel, ModelRegistry, ResultBundle, VerificationResult, Observation kinds, Quantity, run and implementation identity. Standard library only; knows neither the agent nor the apparatus.",tests/test_scientific_import_isolation.py
scientific/registry.py,KEEP_AS_IS,-,"NEW in Phase 2: the generic interface the convergence targets -- ScientificModel, ModelRegistry, ResultBundle, VerificationResult, Observation kinds, Quantity, run and implementation identity. Standard library only; knows neither the agent nor the apparatus.",tests/test_scientific_import_isolation.py
scientific/result.py,KEEP_AS_IS,-,"NEW in Phase 2: the generic interface the convergence targets -- ScientificModel, ModelRegistry, ResultBundle, VerificationResult, Observation kinds, Quantity, run and implementation identity. Standard library only; knows neither the agent nor the apparatus.",tests/test_scientific_import_isolation.py
scientific/run_identity.py,KEEP_AS_IS,-,"NEW in Phase 2: the generic interface the convergence targets -- ScientificModel, ModelRegistry, ResultBundle, VerificationResult, Observation kinds, Quantity, run and implementation identity. Standard library only; knows neither the agent nor the apparatus.",tests/test_scientific_import_isolation.py
scientific/verification.py,KEEP_AS_IS,-,"NEW in Phase 2: the generic interface the convergence targets -- ScientificModel, ModelRegistry, ResultBundle, VerificationResult, Observation kinds, Quantity, run and implementation identity. Standard library only; knows neither the agent nor the apparatus.",tests/test_scientific_import_isolation.py
sensitivity_ranking_3d.csv,DELETE_GENERATED_AND_REBUILD,6-7,Model output of the QTA pipeline (qta_full_sim.py -> outputs/ -> root). Old output contract; rebuilt from ScientificModel runs by the generic workflow (Phases 6-7). Byte-gated and untouched until then (directive s25 Phase 0 rule 3).,in hdf5_output_mapping.json regeneration set
shielding_stack_register.csv,RETIRE_TO_HISTORY,5,Apparatus shielding stack.,
snakemake_sim_entry.py,REWRITE_GENERIC,2-7 (see rationale),Snakemake wrapper around qta_full_sim (Phase 6).,docstring
source_audit_status.txt,RETIRE_TO_HISTORY,5,Manuscript source audit.,
source_gap_register.csv,RETIRE_TO_HISTORY,5,Manuscript source gaps.,
source_map.csv,RETIRE_TO_HISTORY,5,Manuscript claim-to-source map (measured_in_this_system column).,header
species_accounting_3d.csv,DELETE_GENERATED_AND_REBUILD,6-7,Model output of the QTA pipeline (qta_full_sim.py -> outputs/ -> root). Old output contract; rebuilt from ScientificModel runs by the generic workflow (Phases 6-7). Byte-gated and untouched until then (directive s25 Phase 0 rule 3).,in hdf5_output_mapping.json regeneration set
species_transport_3d_summary.json,DELETE_GENERATED_AND_REBUILD,6-7,Model output of the QTA pipeline (qta_full_sim.py -> outputs/ -> root). Old output contract; rebuilt from ScientificModel runs by the generic workflow (Phases 6-7). Byte-gated and untouched until then (directive s25 Phase 0 rule 3).,in hdf5_output_mapping.json regeneration set
stack.json,KEEP_AS_IS,-,Stack adoption registry.,
stage6_preservation_check.py,RETIRE_TO_HISTORY,5,Asserts PASS=0 across Stage-6 registries.,directive s4
stage7_reports/dependency_inventory.json,REGENERATE,every change; new set in 7,Derived from pyproject.toml + uv.lock by tools/dependency_declarations.py --write; a test holds it to them (it said 71 packages and omitted h5py before it was derived).,tests/test_dependency_declarations.py
stage7_reports/environment_provenance.json,REGENERATE,every change; new set in 7,Environment/dependency/lint reports regenerated per environment.,
stage7_reports/mypy_report.md,REGENERATE,every change; new set in 7,Environment/dependency/lint reports regenerated per environment.,
stage7_reports/reproducibility_comparison.json,REGENERATE,every change; new set in 7,Environment/dependency/lint reports regenerated per environment.,
stage7_reports/ruff_report.md,REGENERATE,every change; new set in 7,Environment/dependency/lint reports regenerated per environment.,
stage8_reports/hdf5_equivalence_report.json,REGENERATE,every change; new set in 7,HDF5/RO-Crate validation reports regenerated by the derived chain.,
stage8_reports/ro_crate_validation_report.json,REGENERATE,every change; new set in 7,HDF5/RO-Crate validation reports regenerated by the derived chain.,
superseded_best_operating_point_v3.json,RETIRE_TO_HISTORY,5,Superseded apparatus operating point.,
surface_coverage_2d_map.csv,DELETE_GENERATED_AND_REBUILD,6-7,Model output of the QTA pipeline (qta_full_sim.py -> outputs/ -> root). Old output contract; rebuilt from ScientificModel runs by the generic workflow (Phases 6-7). Byte-gated and untouched until then (directive s25 Phase 0 rule 3).,in hdf5_output_mapping.json regeneration set
surface_coverage_3d_summary.csv,DELETE_GENERATED_AND_REBUILD,6-7,Model output of the QTA pipeline (qta_full_sim.py -> outputs/ -> root). Old output contract; rebuilt from ScientificModel runs by the generic workflow (Phases 6-7). Byte-gated and untouched until then (directive s25 Phase 0 rule 3).,in hdf5_output_mapping.json regeneration set
surface_coverage_metrics.csv,DELETE_GENERATED_AND_REBUILD,6-7,Model output of the QTA pipeline (qta_full_sim.py -> outputs/ -> root). Old output contract; rebuilt from ScientificModel runs by the generic workflow (Phases 6-7). Byte-gated and untouched until then (directive s25 Phase 0 rule 3).,in hdf5_output_mapping.json regeneration set
surface_coverage_profile.csv,DELETE_GENERATED_AND_REBUILD,6-7,Model output of the QTA pipeline (qta_full_sim.py -> outputs/ -> root). Old output contract; rebuilt from ScientificModel runs by the generic workflow (Phases 6-7). Byte-gated and untouched until then (directive s25 Phase 0 rule 3).,in hdf5_output_mapping.json regeneration set
synthetic_measurements_example.json,REWRITE_GENERIC,2-7 (see rationale),Becomes a SYNTHETIC_OBSERVATION example.,
tau_c_sweep.csv,DELETE_GENERATED_AND_REBUILD,6-7,Model output of the QTA pipeline (qta_full_sim.py -> outputs/ -> root). Old output contract; rebuilt from ScientificModel runs by the generic workflow (Phases 6-7). Byte-gated and untouched until then (directive s25 Phase 0 rule 3).,in hdf5_output_mapping.json regeneration set
tests/fuzz_corpus/README.md,KEEP_AS_IS,-,Fuzz crash corpus (directive s20: retain).,replayed by tests/test_agent_fuzz.py
tests/fuzz_corpus/egress_grant-crashed-65392841.json,KEEP_AS_IS,-,Fuzz crash corpus (directive s20: retain).,replayed by tests/test_agent_fuzz.py
tests/fuzz_corpus/egress_grant-crashed-96370079.json,KEEP_AS_IS,-,Fuzz crash corpus (directive s20: retain).,replayed by tests/test_agent_fuzz.py
tests/hangguard.py,KEEP_AS_IS,-,Shared wall-clock bound.,
tests/hw_reviewer_fixtures.py,RETIRE_TO_HISTORY,5,Hardware reviewer rosters.,imports hardware_governance_3d
tests/test_agent_agents.py,KEEP_AS_IS,-,Agent-substrate trust invariants (directive s26: preserve).,
tests/test_agent_atomicity.py,KEEP_AS_IS,-,Agent-substrate trust invariants (directive s26: preserve).,
tests/test_agent_audit.py,KEEP_AS_IS,-,Agent-substrate trust invariants (directive s26: preserve).,
tests/test_agent_audit_cli.py,KEEP_AS_IS,-,Agent-substrate trust invariants (directive s26: preserve).,
tests/test_agent_authority_boundaries.py,KEEP_AS_IS,-,Agent-substrate trust invariants (directive s26: preserve).,
tests/test_agent_checkpoint.py,KEEP_AND_HARDEN,1 (this tranche) / ongoing,Reducer-identity tests added (Phase 1.4).,
tests/test_agent_collusion.py,KEEP_AS_IS,-,Agent-substrate trust invariants (directive s26: preserve).,
tests/test_agent_compensation.py,KEEP_AS_IS,-,Agent-substrate trust invariants (directive s26: preserve).,
tests/test_agent_concurrency.py,KEEP_AS_IS,-,Agent-substrate trust invariants (directive s26: preserve).,
tests/test_agent_context.py,KEEP_AND_HARDEN,1 (this tranche) / ongoing,Phantom-source test rewritten (it pinned the defect) + provenance tests (Phase 1.2).,
tests/test_agent_crash_recovery.py,KEEP_AS_IS,-,Agent-substrate trust invariants (directive s26: preserve).,
tests/test_agent_cross_process.py,KEEP_AS_IS,-,Agent-substrate trust invariants (directive s26: preserve).,
tests/test_agent_delegation.py,KEEP_AS_IS,-,Agent-substrate trust invariants (directive s26: preserve).,
tests/test_agent_differential.py,KEEP_AS_IS,-,Agent-substrate trust invariants (directive s26: preserve).,
tests/test_agent_evidence.py,KEEP_AS_IS,-,Agent-substrate trust invariants (directive s26: preserve).,
tests/test_agent_execution.py,KEEP_AS_IS,-,Agent-substrate trust invariants (directive s26: preserve).,
tests/test_agent_fault_injection.py,KEEP_AS_IS,-,Agent-substrate trust invariants (directive s26: preserve).,
tests/test_agent_fuzz.py,KEEP_AS_IS,-,Agent-substrate trust invariants (directive s26: preserve).,
tests/test_agent_governed_breadth.py,KEEP_AS_IS,-,Agent-substrate trust invariants (directive s26: preserve).,
tests/test_agent_governed_stage10.py,KEEP_AS_IS,-,Agent-substrate trust invariants (directive s26: preserve).,
tests/test_agent_hostile_campaign.py,KEEP_AS_IS,-,Agent-substrate trust invariants (directive s26: preserve).,
tests/test_agent_idempotency.py,KEEP_AS_IS,-,Agent-substrate trust invariants (directive s26: preserve).,
tests/test_agent_incremental.py,KEEP_AS_IS,-,Agent-substrate trust invariants (directive s26: preserve).,
tests/test_agent_long_horizon.py,KEEP_AS_IS,-,Agent-substrate trust invariants (directive s26: preserve).,
tests/test_agent_machine_properties.py,KEEP_AS_IS,-,Agent-substrate trust invariants (directive s26: preserve).,
tests/test_agent_memory.py,KEEP_AS_IS,-,Agent-substrate trust invariants (directive s26: preserve).,
tests/test_agent_netauth.py,KEEP_AS_IS,-,Agent-substrate trust invariants (directive s26: preserve).,
tests/test_agent_performance.py,KEEP_AS_IS,-,Agent-substrate trust invariants (directive s26: preserve).,
tests/test_agent_policy.py,KEEP_AS_IS,-,Agent-substrate trust invariants (directive s26: preserve).,
tests/test_agent_readpath.py,KEEP_AS_IS,-,Agent-substrate trust invariants (directive s26: preserve).,
tests/test_agent_recovery.py,KEEP_AS_IS,-,Agent-substrate trust invariants (directive s26: preserve).,
tests/test_agent_scheduler.py,KEEP_AS_IS,-,Agent-substrate trust invariants (directive s26: preserve).,
tests/test_agent_second_reader.py,KEEP_AS_IS,-,Agent-substrate trust invariants (directive s26: preserve).,
tests/test_agent_secret_provider.py,KEEP_AS_IS,-,Agent-substrate trust invariants (directive s26: preserve).,
tests/test_agent_secrets.py,KEEP_AS_IS,-,Agent-substrate trust invariants (directive s26: preserve).,
tests/test_agent_separate_verify.py,KEEP_AS_IS,-,Agent-substrate trust invariants (directive s26: preserve).,
tests/test_agent_snapshot_coherence.py,KEEP_AND_HARDEN,1 (this tranche) / ongoing,NEW: adversarial verify-then-read tests over every projection (Phase 1.1).,
tests/test_agent_substrate.py,KEEP_AS_IS,-,Agent-substrate trust invariants (directive s26: preserve).,
tests/test_agent_substrate_isolation.py,KEEP_AND_HARDEN,1 (this tranche) / ongoing,Layering and IO_LAYER extended for qta_agent/projection.py; new test importer allowed (Phase 1).,
tests/test_agent_substrate_properties.py,KEEP_AS_IS,-,Agent-substrate trust invariants (directive s26: preserve).,
tests/test_authority_consistency.py,KEEP_AND_HARDEN,1 (this tranche) / ongoing,authorities.json agrees with reality (retained).,
tests/test_authority_invariants.py,REWRITE_GENERIC,2-7 (see rationale),Authority invariants over machine FSM + qta_full_sim; keep the non-hardware ones.,
tests/test_authority_promotion_barrier.py,KEEP_AND_HARDEN,1 (this tranche) / ongoing,Nothing descriptive/statistical/learned becomes authority -- a retained trust invariant.,
tests/test_bom_status_claim.py,RETIRE_TO_HISTORY,5,"BOM claims (BOM completeness retires, directive s4).",
tests/test_bootstrap_workflow_contract.py,KEEP_AS_IS,-,Bootstrap workflows are not trust shortcuts.,imports yaml (undeclared)
tests/test_campaign_3d.py,REWRITE_GENERIC,2-7 (see rationale),Campaign continuity tests follow the campaign rewrite.,
tests/test_campaign_uncertainty.py,REWRITE_GENERIC,2-7 (see rationale),Campaign UQ determinism tests follow the UQ rewrite.,
tests/test_candidate_structure.py,KEEP_AS_IS,-,Hostile bundle structure.,
tests/test_checker_missing_outputs.py,REWRITE_GENERIC,2-7 (see rationale),Follows package_consistency_check rewrite.,
tests/test_checker_runtime_contract.py,REWRITE_GENERIC,2-7 (see rationale),Follows package_consistency_check rewrite.,
tests/test_claims_enforcement.py,REWRITE_GENERIC,2-7 (see rationale),Follows the claims-boundary rewrite.,
tests/test_completion_matrix.py,REWRITE_GENERIC,2-7 (see rationale),Follows the completion-matrix rewrite.,
tests/test_container_diagnostic_fidelity.py,REWRITE_GENERIC,2-7 (see rationale),Follows analysis/collect_container_3d rewrite.,
tests/test_container_manifest_coverage.py,KEEP_AS_IS,-,Container carries every governed file.,
tests/test_coupled_3d.py,REWRITE_GENERIC,2-7 (see rationale),Coupled-3D tests follow the coupled solver rewrite.,
tests/test_cross_env_semantics.py,KEEP_AND_HARDEN,1 (this tranche) / ongoing,Reproducibility vs portability instrument.,
tests/test_csv_schema_governance.py,EXTRACT_GENERIC,3,Stable declared headers.,
tests/test_deep_authority.py,KEEP_AND_HARDEN,1 (this tranche) / ongoing,Deep layer trust boundary (retained invariant).,
tests/test_deep_expdesign.py,REWRITE_GENERIC,2-7 (see rationale),Deep layer foundation tests.,
tests/test_deep_expdesign_stage2.py,REWRITE_GENERIC,2-7 (see rationale),Deep layer training/posterior tests.,
tests/test_dependency_declarations.py,KEEP_AND_HARDEN,1 (this tranche) / ongoing,"NEW: declarations against imports, with the replaced pyproject as the anti-vacuity control (D-2026-74).",
tests/test_design.py,RETIRE_TO_HISTORY,5,Apparatus design registry.,
tests/test_digest_trust_root.py,KEEP_AS_IS,-,Digest trust root.,
tests/test_expdesign.py,REWRITE_GENERIC,2-7 (see rationale),EIG tests; QTA candidate parsing retires.,
tests/test_export_schema.py,EXTRACT_GENERIC,3,Export never drops governed fields.,
tests/test_external_trust_root.py,KEEP_AS_IS,-,External trust root.,
tests/test_failed_gate_schema.py,REWRITE_GENERIC,2-7 (see rationale),Failed-sample schema survives as generic failed-sample preservation (directive s12).,
tests/test_file_disposition.py,KEEP_AND_HARDEN,1 (this tranche) / ongoing,"NEW in Phase 0: every repository file has exactly one disposition, and the CSV is the generator's output.",
tests/test_generated_mutations.py,KEEP_AS_IS,-,Generated operators.,
tests/test_h2_pressure_authority.py,REWRITE_GENERIC,2-7 (see rationale),Distinct-quantity rule kept; gate B4 framing retires.,
tests/test_hardware_governance.py,RETIRE_TO_HISTORY,5,Protects retired hardware-governance invariants; retire deliberately with the module (directive s26).,
tests/test_hostile_input_no_traceback.py,KEEP_AS_IS,-,Classified refusals end to end.,
tests/test_hostile_trust_policy.py,KEEP_AS_IS,-,Bundled policy is attacker bytes.,
tests/test_hotspot_ranking_determinism.py,KEEP_AS_MODEL_PLUGIN,4,Deterministic hotspot ranking.,
tests/test_identity_inventory.py,KEEP_AS_IS,-,Identity inventory.,
tests/test_independent_gate_recomputation.py,REWRITE_GENERIC,2-7 (see rationale),Independent recomputation pattern kept; QTA gates B4/D10b retire.,
tests/test_integration.py,RETIRE_TO_HISTORY,5,integrated_layers gate feed.,
